Path,Directory,File,Category,Function,Namespace,Types,FieldCount,MethodCount,Fields,Methods,EnumValues,Size
Abilities\GiganotosaurusAbilityEffect.cs,Abilities,GiganotosaurusAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiganotosaurusAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GiganotosaurusAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1328
Abilities\GingerbreadManAbilityEffect.cs,Abilities,GingerbreadManAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GingerbreadManAbilityEffect; struct _003COnActive_003Ed__3,5,7,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GingerbreadManAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; layer:int,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; OnFrozenEvent():void; OnUnfreezeEvent():void,,1717
Abilities\GingerbreadManAbilityEffectParams.cs,Abilities,GingerbreadManAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GingerbreadManAbilityEffectParams,1,0,money:int,,,136
Abilities\GiraffeAbilityEffect.cs,Abilities,GiraffeAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiraffeAbilityEffect,0,1,,OnActive():UniTask,,252
Abilities\GiraffeAbilityEffectParams.cs,Abilities,GiraffeAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GiraffeAbilityEffectParams,1,0,money:int,,,129
Abilities\GoatAbilityEffect.cs,Abilities,GoatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoatAbilityEffect; struct _003COnActive_003Ed__0,6,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GoatAbilityEffect; _003CbaseMoney_003E5__2:BigInteger; _003Ci_003E5__3:int; _003C_003Eu__1:UniTask<Animal>.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1450
Abilities\GoatAbilityEffectParams.cs,Abilities,GoatAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoatAbilityEffectParams,1,0,count:int,,,126
Abilities\GodCatSonAbilityEffect.cs,Abilities,GodCatSonAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GodCatSonAbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GodCatSonAbilityEffect; _003Cprob_003E5__2:float; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1382
Abilities\GodCatSonAbilityParams.cs,Abilities,GodCatSonAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GodCatSonAbilityParams,2,0,minProb:float; maxProb:float,,,156
Abilities\GoldCountEventEffect.cs,Abilities,GoldCountEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldCountEventEffect,0,1,,OnActive():UniTask,,251
Abilities\GoldCountEventParams.cs,Abilities,GoldCountEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldCountEventParams,1,0,gold:int,,,126
Abilities\GoldenBirdcageAbilityEffect.cs,Abilities,GoldenBirdcageAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldenBirdcageAbilityEffect; struct _003COnActive_003Ed__2,5,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GoldenBirdcageAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; OnActive():UniTask; OnEating():void,,1651
Abilities\GoldenBirdcageAbilityParams.cs,Abilities,GoldenBirdcageAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldenBirdcageAbilityParams,2,0,step:int; money:int,,,194
Abilities\GoldenEggAbilityEffect.cs,Abilities,GoldenEggAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldenEggAbilityEffect,1,4,GoldenEggMoneyKey:string,OnInit():void; OnItemStack():void; OnDestroy():void; SetItemActive():void,,413
Abilities\GoldenEggAbilityEffectParams.cs,Abilities,GoldenEggAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldenEggAbilityEffectParams,1,0,money:int,,,131
Abilities\GoldenShovelAbilityEffect.cs,Abilities,GoldenShovelAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldenShovelAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GoldenShovelAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1349
Abilities\GoldenShovelAbilityParams.cs,Abilities,GoldenShovelAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GoldenShovelAbilityParams,1,0,gold:int,,,127
Abilities\GooseAbilityEffect.cs,Abilities,GooseAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GooseAbilityEffect,0,1,,OnActive():UniTask,,222
Abilities\GrainBagAbilityEffect.cs,Abilities,GrainBagAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrainBagAbilityEffect,0,6,,OnInit():void; OnDestroy():void; OnAnimalMergeEvent():void; OnGrowUpEvent():void; OnShapeShiftedEvent():void; AddBaseMoney():void,,554
Abilities\GrainBagAbilityEffectParams.cs,Abilities,GrainBagAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrainBagAbilityEffectParams,1,0,money:int,,,130
Abilities\GrandMoneyFromMapCellEventEffect.cs,Abilities,GrandMoneyFromMapCellEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrandMoneyFromMapCellEventEffect,1,1,TargetCount:int,OnActive():UniTask,,326
Abilities\GrandMoneyFromMapCellEventParams.cs,Abilities,GrandMoneyFromMapCellEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrandMoneyFromMapCellEventParams,3,0,cellType:MapCellType; animalFamily:AnimalFamily; money:int,,,212
Abilities\GrandTotalFossilEventEffect.cs,Abilities,GrandTotalFossilEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrandTotalFossilEventEffect,1,1,TargetCount:int,OnActive():UniTask,,322
Abilities\GrandTotalFossilEventEffectParams.cs,Abilities,GrandTotalFossilEventEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrandTotalFossilEventEffectParams,1,0,count:int,,,140
Abilities\GrandTotalMoneyEventEffect.cs,Abilities,GrandTotalMoneyEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrandTotalMoneyEventEffect,1,1,TargetCount:int,OnGameOver():void,,232
Abilities\GrandTotalMoneyEventParams.cs,Abilities,GrandTotalMoneyEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrandTotalMoneyEventParams,1,0,money:int,,,133
Abilities\GrasshutAbilityEffect.cs,Abilities,GrasshutAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrasshutAbilityEffect,0,1,,OnActive():UniTask,,223
Abilities\GreatWhiteSharkAbilityEffect.cs,Abilities,GreatWhiteSharkAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GreatWhiteSharkAbilityEffect; struct _003CActiveDive_003Ed__1; struct _003COnPrey_003Ed__2,11,7,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GreatWhiteSharkAbilityEffect; gridPos:Vector2Int; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; eaten:Animal; _003C_003E4__this:GreatWhiteSharkAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; CanDive():bool; ActiveDive():UniTask; OnPrey():UniTask,,2573
Abilities\GrillAbilityEffect.cs,Abilities,GrillAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrillAbilityEffect,1,2,money:int,OnInit():void; OnActive():UniTask,,373
Abilities\GrillAbilityEffectParams.cs,Abilities,GrillAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrillAbilityEffectParams,1,0,money:int,,,127
Abilities\GrowthExpressAbilityEffect.cs,Abilities,GrowthExpressAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrowthExpressAbilityEffect,0,1,,OnActive():UniTask,,262
Abilities\GrowthExpressAbilityEffectParams.cs,Abilities,GrowthExpressAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrowthExpressAbilityEffectParams,1,0,money:int,,,135
Abilities\GrowUp.cs,Abilities,GrowUp.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class GrowUp; class GrowUp; struct _003COnActive_003Ed__2; struct _003COnGrowUp_003Ed__3,10,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GrowUp<T>; _003C_003Eu__1:UniTask<Animal>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder<Animal>; _003C_003E4__this:GrowUp<T>; _003C_003Eu__1:UniTask<Animal>.Awaiter; MinProbs:float[]; weights:List<float>,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnActive():UniTask; OnGrowUp():UniTask<Animal>,,2605
Abilities\GrowUpParams.cs,Abilities,GrowUpParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrowUpParams,1,0,animalTypes:List<AnimalType>,,,171
Abilities\GrudgeShopAbilityEffect.cs,Abilities,GrudgeShopAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrudgeShopAbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GrudgeShopAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1428
Abilities\GrudgeShopAbilityParams.cs,Abilities,GrudgeShopAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GrudgeShopAbilityParams,2,0,count:int; mul:int,,,147
Abilities\GuardianHornAbilityEffect.cs,Abilities,GuardianHornAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GuardianHornAbilityEffect,1,4,GuardianHornMoneyKey:string,OnInit():void; OnItemStack():void; OnDestroy():void; SetItemActive():void,,425
Abilities\GuardianHornAbilityEffectParams.cs,Abilities,GuardianHornAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GuardianHornAbilityEffectParams,1,0,money:int,,,134
Abilities\GuineaPigAbilityEffect.cs,Abilities,GuineaPigAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GuineaPigAbilityEffect; struct _003COnActive_003Ed__1,7,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GuineaPigAbilityEffect; _003CisMoreToLess_003E5__2:bool; _003CtargetType_003E5__3:AnimalType; _003Ccount_003E5__4:int; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1543
Abilities\GuineaPigShapeshiftingEventEffect.cs,Abilities,GuineaPigShapeshiftingEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GuineaPigShapeshiftingEventEffect,0,1,,OnActive():UniTask,,277
Abilities\GuineaPigShapeshiftingEventParams.cs,Abilities,GuineaPigShapeshiftingEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class GuineaPigShapeshiftingEventParams,2,0,isMoreToLess:bool; count:int,,,171
Abilities\HaydidsAbilityEffect.cs,Abilities,HaydidsAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HaydidsAbilityEffect; struct _003COnActive_003Ed__0,9,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HaydidsAbilityEffect; _003CposList_003E5__2:List<Vector2Int>; _003ChasActive_003E5__3:bool; _003C_003E7__wrap3:List<Vector2Int>.Enumerator; _003Cpos_003E5__5:Vector2Int; _003Ccell_003E5__6:MapCell; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1615
Abilities\HeartofOceanAbilityEffect.cs,Abilities,HeartofOceanAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HeartofOceanAbilityEffect; struct EatenAnimal; struct _003COnDayBefore_003Ed__4,10,5,animalType:AnimalType; baseMoney:BigInteger; day:int; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeartofOceanAbilityEffect; _003Ci_003E5__2:int; _003Citem_003E5__3:EatenAnimal; _003C_003Eu__1:UniTask<Animal>.Awaiter; eatenAnimals:List<EatenAnimal>,MoveNext():void; SetStateMachine():void; OnDestroy():void; OnActive():UniTask; OnDayBefore():UniTask,,1893
Abilities\HeartofOceanAbilityEffectParams.cs,Abilities,HeartofOceanAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HeartofOceanAbilityEffectParams,1,0,day:int,,,132
Abilities\HedgehogAbilityEffect.cs,Abilities,HedgehogAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HedgehogAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HedgehogAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1345
Abilities\HedgehogAbilityEffectParams.cs,Abilities,HedgehogAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HedgehogAbilityEffectParams,1,0,ratio:int,,,130
Abilities\HenAbilityEffect.cs,Abilities,HenAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HenAbilityEffect; struct _003COnActive_003Ed__2,6,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HenAbilityEffect; _003C_003Eu__1:UniTask<Animal>.Awaiter; EffectId:int; aroundAnimals:List<Animal>,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1450
Abilities\HenAbilityParams.cs,Abilities,HenAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HenAbilityParams,1,0,prob:float,,,120
Abilities\HenHouseAbilityEffect.cs,Abilities,HenHouseAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HenHouseAbilityEffect,0,1,,OnActive():UniTask,,252
Abilities\HenHouseAbilityEffectParams.cs,Abilities,HenHouseAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HenHouseAbilityEffectParams,1,0,prob:float,,,131
Abilities\HermitCrabAbilityEffect.cs,Abilities,HermitCrabAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class HermitCrabAbilityEffect; struct _003COnActive_003Ed__1,8,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HermitCrabAbilityEffect; _003Canimal_003E5__2:Animal; _003CbaseMoney_003E5__3:BigInteger; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<bool>.Awaiter; HermitCrabRemoveKey:string,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1559
Abilities\HeroAbility.cs,Abilities,HeroAbility.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class HeroAbility; class HeroAbility; struct _003COnAfterNextDay_003Ed__6; struct _003COnAfterShopping_003Ed__5; struct _003COnGameInit_003Ed__2; struct _003COnGameStart_003Ed__3; struct _003COnHeroActive_003Ed__7; struct _003COnStageStart_003Ed__4,27,21,Data:T; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbility; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbility; targets:object[]; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbility; _003C_003Eu__1:UniTask.Awaiter; Owner:Hero,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnGameInit():UniTask; OnGameStart():UniTask; OnStageStart():UniTask; OnAfterShopping():UniTask; OnAfterNextDay():UniTask; OnHeroActive():UniTask; OnCheckTarget():bool; OnCheckMultiTarget():bool; OnCheckActive():bool,,6784
Abilities\HeroAbilityComp.cs,Abilities,HeroAbilityComp.cs,能力系统,游戏业务类，具体职责见字段和方法名,Shepherd.Abilities,class HeroAbilityComp; struct _003COnAfterNextDay_003Ed__4; struct _003COnAfterShopping_003Ed__3; struct _003COnGameInit_003Ed__0; struct _003COnGameStart_003Ed__1; struct _003COnHeroActive_003Ed__5; struct _003COnStageStart_003Ed__2,31,22,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbilityComp; targets:object[]; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:HeroAbilityComp; _003Ci_003E5__2:int; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnGameInit():UniTask; OnGameStart():UniTask; OnStageStart():UniTask; OnAfterShopping():UniTask; OnAfterNextDay():UniTask; OnHeroActive():UniTask; OnCheckTarget():bool; OnCheckMultiTarget():bool; OnCheckActive():bool; Create():HeroAbilityComp,,6982
